"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","ED1","GA1","GA2","GA3","GA4","GA5","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","OC1","OD1","REM","EQD"
"42809099999","2023-05-28T09:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-12","99999","V020","070,1,N,0010,1","00750,1,C,N","004000,1,9,9","+0344,1","+0235,1","10060,1",,"1,1,02,1","1,1,02,1",,"02,1,+00600,1,06,1","03,1,+00750,1,08,1",,,,"9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,00600,1,99,9,99,9",,,,"9,9,999,9,+007,1","05,1",,,,"SYN07042809 31596 50702 10344 20235 40060 70511 84430 333 58007 82620 83825=",
"42809099999","2023-05-28T09:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","070,1,N,0026,1","03048,1,C,N","005000,1,9,9","+0350,1","+0260,1","99999,9",,,,,"04,1,+00762,1,99,9","04,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00762,1,99,9,99,9",,,"10050,1,99999,9",,"05,1",,,,"MET067METAR VECC 280900Z 07005KT 5000 HZ SCT025 SCT100 35/26 Q1005 NOSIG=",
"42809099999","2023-05-28T09:30:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","060,1,N,0026,1","03048,1,C,N","005000,1,9,9","+0350,1","+0260,1","99999,9",,,,,"04,1,+00762,1,99,9","04,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00762,1,99,9,99,9",,,"10050,1,99999,9",,"05,1",,,,"MET067METAR VECC 280930Z 06005KT 5000 HZ SCT025 SCT100 35/26 Q1005 NOSIG=",
"42809099999","2023-05-28T10:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","080,1,N,0026,1","03048,1,C,N","005000,1,9,9","+0350,1","+0260,1","99999,9",,,,,"04,1,+00762,1,99,9","04,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00762,1,99,9,99,9",,,"10060,1,99999,9",,"05,1",,,,"MET067METAR VECC 281000Z 08005KT 5000 HZ SCT025 SCT100 35/26 Q1006 NOSIG=",
"42809099999","2023-05-28T10:30:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","080,1,N,0036,1","03048,1,C,N","005000,1,9,9","+0340,1","+0260,1","99999,9",,,,,"04,1,+00762,1,99,9","04,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,04,1,99,9,00762,1,99,9,99,9",,,"10050,1,99999,9",,"05,1",,,,"MET067METAR VECC 281030Z 08007KT 5000 HZ SCT025 SCT100 34/26 Q1005 NOSIG=",
"42809099999","2023-05-28T11:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","080,1,N,0026,1","03048,1,C,N","004500,1,9,9","+0340,1","+0260,1","99999,9",,,,,"02,1,+00762,1,99,9","04,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00762,1,99,9,99,9",,,"10050,1,99999,9",,"05,1",,,,"MET067METAR VECC 281100Z 08005KT 4500 HZ FEW025 SCT100 34/26 Q1005 NOSIG=",
"42809099999","2023-05-28T11:30:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","080,1,N,0026,1","03048,1,C,N","004500,1,9,9","+0340,1","+0260,1","99999,9",,,,,"02,1,+00762,1,99,9","04,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00762,1,99,9,99,9",,,"10050,1,99999,9",,"05,1",,,,"MET067METAR VECC 281130Z 08005KT 4500 HZ FEW025 SCT100 34/26 Q1005 NOSIG=",
"42809099999","2023-05-28T12:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-12","99999","V020","070,1,N,0005,1","22000,1,9,N","002000,1,9,9","+0336,1","+0239,1","10051,1",,"1,1,02,1","1,1,02,1",,"01,1,+00600,1,06,1","99,9,+99999,9,03,1",,,,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,00600,1,99,9,99,9","240,M,+0356,1",,,"9,9,999,9,+003,1","05,1",,,,"SYN07042809 31595 30701 10336 20239 40051 70511 82430 333 10356 58003 81620=",
"42809099999","2023-05-28T12:00:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","060,1,N,0021,1","03048,1,C,N","004000,1,9,9","+0330,1","+0250,1","99999,9",,,,,"02,1,+00610,1,99,9","04,1,+03048,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10050,1,99999,9",,"05,1",,,,"MET067METAR VECC 281200Z 06004KT 4000 HZ FEW020 SCT100 33/25 Q1005 NOSIG=",
"42809099999","2023-05-28T12:30:00","4","22.654739","88.446722","4.87","NETAJI SUBHASH CHANDRA BOSE INTERNATIONAL, IN","FM-15","99999","V020","070,1,N,0021,1","03048,1,C,N","003500,1,9,9","+0330,1","+0250,1","99999,9",,,,,"02,1,+00610,1,99,9","02,1,+00914,1,09,1","04,1,+03048,1,99,9",,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10050,1,99999,9",,"05,1",,,,"MET076METAR VECC 281230Z 07004KT 3500 HZ FEW020 FEW030CB SCT100 33/25 Q1005 NOSIG=",
